energy,viable_km2,viable_pct_eez,cable_km2,cable_pct_viable
tide,1671.4354550135936,0.014100037980900357,27.548173209268036,1.6481745153027156
wave,378908.26952075976,3.1964267453429667,312.5209068492568,0.08247930488414275
wind,462613.05974662077,3.902550764567112,1381.0490867561573,0.2985322306967676
