pwr_wm2,area_km2,territory
0.08,0.2919231586408564,US Virgin Islands
0.08,0.2919231586408564,US Virgin Islands
0.07,0.2919231586408564,US Virgin Islands
0.07,0.2919231586408564,US Virgin Islands
0.07,0.2919231586408564,US Virgin Islands
0.06,0.2919231586408564,US Virgin Islands
0.06,0.2919231586408564,US Virgin Islands
0.06,0.2919231586408564,US Virgin Islands
0.06,0.2919231586408564,US Virgin Islands
0.05,0.2919231586408564,US Virgin Islands
0.05,0.2919231586408564,US Virgin Islands
0.05,0.2919231586408564,US Virgin Islands
0.05,0.2919231586408564,US Virgin Islands
0.05,0.2919231586408564,US Virgin Islands
0.05,0.2919231586408564,US Virgin Islands
0.05,0.2919231586408564,US Virgin Islands
0.43,0.29193162998630645,US Virgin Islands
0.43,0.29193162998630645,US Virgin Islands
0.42,0.29193162998630645,US Virgin Islands
0.42,0.29193162998630645,US Virgin Islands
0.42,0.29193162998630645,US Virgin Islands
0.4,0.29193162998630645,US Virgin Islands
0.42,0.29193162998630645,US Virgin Islands
0.44,0.29193162998630645,US Virgin Islands
0.44,0.29193162998630645,US Virgin Islands
0.43,0.29193162998630645,US Virgin Islands
0.44,0.29193162998630645,US Virgin Islands
0.44,0.29193162998630645,US Virgin Islands
0.45,0.29193162998630645,US Virgin Islands
0.44,0.29193162998630645,US Virgin Islands
0.41,0.29193162998630645,US Virgin Islands
0.4,0.29193162998630645,US Virgin Islands
0.39,0.29193162998630645,US Virgin Islands
0.38,0.29193162998630645,US Virgin Islands
0.36,0.29193162998630645,US Virgin Islands
0.36,0.29193162998630645,US Virgin Islands
0.35,0.29193162998630645,US Virgin Islands
0.34,0.29193162998630645,US Virgin Islands
0.32,0.29193162998630645,US Virgin Islands
0.31,0.29193162998630645,US Virgin Islands
0.29,0.29193162998630645,US Virgin Islands
0.27,0.29193162998630645,US Virgin Islands
0.25,0.29193162998630645,US Virgin Islands
0.24,0.29193162998630645,US Virgin Islands
0.22,0.29193162998630645,US Virgin Islands
0.21,0.29193162998630645,US Virgin Islands
0.19,0.29193162998630645,US Virgin Islands
0.18,0.29193162998630645,US Virgin Islands
0.16,0.29193162998630645,US Virgin Islands
0.15,0.29193162998630645,US Virgin Islands
0.14,0.29193162998630645,US Virgin Islands
0.13,0.29193162998630645,US Virgin Islands
0.12,0.29193162998630645,US Virgin Islands
0.12,0.29193162998630645,US Virgin Islands
0.11,0.29193162998630645,US Virgin Islands
0.1,0.29193162998630645,US Virgin Islands
0.1,0.29193162998630645,US Virgin Islands
0.09,0.29193162998630645,US Virgin Islands
0.08,0.29193162998630645,US Virgin Islands
0.08,0.29193162998630645,US Virgin Islands
0.08,0.29193162998630645,US Virgin Islands
0.07,0.29193162998630645,US Virgin Islands
0.07,0.29193162998630645,US Virgin Islands
0.07,0.29193162998630645,US Virgin Islands
0.06,0.29193162998630645,US Virgin Islands
0.06,0.29193162998630645,US Virgin Islands
0.06,0.29193162998630645,US Virgin Islands
0.06,0.29193162998630645,US Virgin Islands
0.05,0.29193162998630645,US Virgin Islands
0.05,0.29193162998630645,US Virgin Islands
0.05,0.29193162998630645,US Virgin Islands
0.05,0.29193162998630645,US Virgin Islands
0.05,0.29193162998630645,US Virgin Islands
0.05,0.29193162998630645,US Virgin Islands
0.05,0.29193162998630645,US Virgin Islands
0.05,0.29193162998630645,US Virgin Islands
0.48,0.29194009911749536,US Virgin Islands
0.48,0.29194009911749536,US Virgin Islands
0.48,0.29194009911749536,US Virgin Islands
0.48,0.29194009911749536,US Virgin Islands
0.48,0.29194009911749536,US Virgin Islands
0.5,0.29194009911749536,US Virgin Islands
0.54,0.29194009911749536,US Virgin Islands
0.55,0.29194009911749536,US Virgin Islands
0.56,0.29194009911749536,US Virgin Islands
0.54,0.29194009911749536,US Virgin Islands
0.53,0.29194009911749536,US Virgin Islands
0.51,0.29194009911749536,US Virgin Islands
0.49,0.29194009911749536,US Virgin Islands
0.47,0.29194009911749536,US Virgin Islands
0.46,0.29194009911749536,US Virgin Islands
0.47,0.29194009911749536,US Virgin Islands
0.45,0.29194009911749536,US Virgin Islands
0.43,0.29194009911749536,US Virgin Islands
0.42,0.29194009911749536,US Virgin Islands
0.4,0.29194009911749536,US Virgin Islands
0.38,0.29194009911749536,US Virgin Islands
0.36,0.29194009911749536,US Virgin Islands
0.35,0.29194009911749536,US Virgin Islands
0.34,0.29194009911749536,US Virgin Islands
0.33,0.29194009911749536,US Virgin Islands
0.3,0.29194009911749536,US Virgin Islands
0.28,0.29194009911749536,US Virgin Islands
0.26,0.29194009911749536,US Virgin Islands
0.24,0.29194009911749536,US Virgin Islands
0.22,0.29194009911749536,US Virgin Islands
0.2,0.29194009911749536,US Virgin Islands
0.19,0.29194009911749536,US Virgin Islands
0.17,0.29194009911749536,US Virgin Islands
0.16,0.29194009911749536,US Virgin Islands
0.15,0.29194009911749536,US Virgin Islands
0.14,0.29194009911749536,US Virgin Islands
0.13,0.29194009911749536,US Virgin Islands
0.12,0.29194009911749536,US Virgin Islands
0.11,0.29194009911749536,US Virgin Islands
0.1,0.29194009911749536,US Virgin Islands
0.1,0.29194009911749536,US Virgin Islands
0.09,0.29194009911749536,US Virgin Islands
0.09,0.29194009911749536,US Virgin Islands
0.08,0.29194009911749536,US Virgin Islands
0.08,0.29194009911749536,US Virgin Islands
0.07,0.29194009911749536,US Virgin Islands
0.07,0.29194009911749536,US Virgin Islands
0.06,0.29194009911749536,US Virgin Islands
0.06,0.29194009911749536,US Virgin Islands
0.06,0.29194009911749536,US Virgin Islands
0.06,0.29194009911749536,US Virgin Islands
0.06,0.29194009911749536,US Virgin Islands
0.05,0.29194009911749536,US Virgin Islands
0.05,0.29194009911749536,US Virgin Islands
0.05,0.29194009911749536,US Virgin Islands
0.05,0.29194009911749536,US Virgin Islands
0.05,0.29194009911749536,US Virgin Islands
0.05,0.29194009911749536,US Virgin Islands
0.05,0.29194009911749536,US Virgin Islands
0.05,0.29194009911749536,US Virgin Islands
0.6,0.2919485660343623,US Virgin Islands
0.64,0.2919485660343623,US Virgin Islands
0.68,0.2919485660343623,US Virgin Islands
0.71,0.2919485660343623,US Virgin Islands
0.79,0.2919485660343623,US Virgin Islands
0.81,0.2919485660343623,US Virgin Islands
0.78,0.2919485660343623,US Virgin Islands
0.8,0.2919485660343623,US Virgin Islands
0.79,0.2919485660343623,US Virgin Islands
0.74,0.2919485660343623,US Virgin Islands
0.7,0.2919485660343623,US Virgin Islands
0.63,0.2919485660343623,US Virgin Islands
0.58,0.2919485660343623,US Virgin Islands
0.57,0.2919485660343623,US Virgin Islands
0.56,0.2919485660343623,US Virgin Islands
0.54,0.2919485660343623,US Virgin Islands
0.52,0.2919485660343623,US Virgin Islands
0.49,0.2919485660343623,US Virgin Islands
0.46,0.2919485660343623,US Virgin Islands
0.43,0.2919485660343623,US Virgin Islands
0.41,0.2919485660343623,US Virgin Islands
0.39,0.2919485660343623,US Virgin Islands
0.38,0.2919485660343623,US Virgin Islands
0.36,0.2919485660343623,US Virgin Islands
0.34,0.2919485660343623,US Virgin Islands
0.32,0.2919485660343623,US Virgin Islands
0.29,0.2919485660343623,US Virgin Islands
0.27,0.2919485660343623,US Virgin Islands
0.24,0.2919485660343623,US Virgin Islands
0.22,0.2919485660343623,US Virgin Islands
0.2,0.2919485660343623,US Virgin Islands
0.18,0.2919485660343623,US Virgin Islands
0.17,0.2919485660343623,US Virgin Islands
0.16,0.2919485660343623,US Virgin Islands
0.15,0.2919485660343623,US Virgin Islands
0.14,0.2919485660343623,US Virgin Islands
0.13,0.2919485660343623,US Virgin Islands
0.12,0.2919485660343623,US Virgin Islands
0.11,0.2919485660343623,US Virgin Islands
0.1,0.2919485660343623,US Virgin Islands
0.09,0.2919485660343623,US Virgin Islands
0.09,0.2919485660343623,US Virgin Islands
0.08,0.2919485660343623,US Virgin Islands
0.08,0.2919485660343623,US Virgin Islands
0.07,0.2919485660343623,US Virgin Islands
0.07,0.2919485660343623,US Virgin Islands
0.07,0.2919485660343623,US Virgin Islands
0.06,0.2919485660343623,US Virgin Islands
0.06,0.2919485660343623,US Virgin Islands
0.06,0.2919485660343623,US Virgin Islands
0.06,0.2919485660343623,US Virgin Islands
0.05,0.2919485660343623,US Virgin Islands
0.05,0.2919485660343623,US Virgin Islands
0.05,0.2919485660343623,US Virgin Islands
0.05,0.2919485660343623,US Virgin Islands
0.05,0.2919485660343623,US Virgin Islands
0.05,0.2919485660343623,US Virgin Islands
0.05,0.2919485660343623,US Virgin Islands
0.05,0.2919485660343623,US Virgin Islands
0.05,0.2919485660343623,US Virgin Islands
0.77,0.29195703073684554,US Virgin Islands
0.86,0.29195703073684554,US Virgin Islands
0.93,0.29195703073684554,US Virgin Islands
1.02,0.29195703073684554,US Virgin Islands
1.09,0.29195703073684554,US Virgin Islands
1.09,0.29195703073684554,US Virgin Islands
1.04,0.29195703073684554,US Virgin Islands
1.01,0.29195703073684554,US Virgin Islands
1.01,0.29195703073684554,US Virgin Islands
0.97,0.29195703073684554,US Virgin Islands
0.92,0.29195703073684554,US Virgin Islands
0.88,0.29195703073684554,US Virgin Islands
0.82,0.29195703073684554,US Virgin Islands
0.75,0.29195703073684554,US Virgin Islands
0.67,0.29195703073684554,US Virgin Islands
0.63,0.29195703073684554,US Virgin Islands
0.58,0.29195703073684554,US Virgin Islands
0.54,0.29195703073684554,US Virgin Islands
0.51,0.29195703073684554,US Virgin Islands
0.49,0.29195703073684554,US Virgin Islands
0.46,0.29195703073684554,US Virgin Islands
0.43,0.29195703073684554,US Virgin Islands
0.41,0.29195703073684554,US Virgin Islands
0.39,0.29195703073684554,US Virgin Islands
0.37,0.29195703073684554,US Virgin Islands
0.34,0.29195703073684554,US Virgin Islands
0.32,0.29195703073684554,US Virgin Islands
0.29,0.29195703073684554,US Virgin Islands
0.27,0.29195703073684554,US Virgin Islands
0.25,0.29195703073684554,US Virgin Islands
0.22,0.29195703073684554,US Virgin Islands
0.2,0.29195703073684554,US Virgin Islands
0.19,0.29195703073684554,US Virgin Islands
0.17,0.29195703073684554,US Virgin Islands
0.16,0.29195703073684554,US Virgin Islands
0.14,0.29195703073684554,US Virgin Islands
0.13,0.29195703073684554,US Virgin Islands
0.12,0.29195703073684554,US Virgin Islands
0.11,0.29195703073684554,US Virgin Islands
0.1,0.29195703073684554,US Virgin Islands
0.1,0.29195703073684554,US Virgin Islands
0.09,0.29195703073684554,US Virgin Islands
0.08,0.29195703073684554,US Virgin Islands
0.08,0.29195703073684554,US Virgin Islands
0.07,0.29195703073684554,US Virgin Islands
0.07,0.29195703073684554,US Virgin Islands
0.07,0.29195703073684554,US Virgin Islands
0.06,0.29195703073684554,US Virgin Islands
0.06,0.29195703073684554,US Virgin Islands
0.06,0.29195703073684554,US Virgin Islands
0.06,0.29195703073684554,US Virgin Islands
0.06,0.29195703073684554,US Virgin Islands
0.05,0.29195703073684554,US Virgin Islands
0.05,0.29195703073684554,US Virgin Islands
0.05,0.29195703073684554,US Virgin Islands
0.05,0.29195703073684554,US Virgin Islands
0.05,0.29195703073684554,US Virgin Islands
0.05,0.29195703073684554,US Virgin Islands
0.05,0.29195703073684554,US Virgin Islands
0.05,0.29195703073684554,US Virgin Islands
0.81,0.29196549322488446,US Virgin Islands
0.87,0.29196549322488446,US Virgin Islands
0.92,0.29196549322488446,US Virgin Islands
0.99,0.29196549322488446,US Virgin Islands
1,0.29196549322488446,US Virgin Islands
1.03,0.29196549322488446,US Virgin Islands
1.09,0.29196549322488446,US Virgin Islands
1.05,0.29196549322488446,US Virgin Islands
1,0.29196549322488446,US Virgin Islands
0.99,0.29196549322488446,US Virgin Islands
0.95,0.29196549322488446,US Virgin Islands
1,0.29196549322488446,US Virgin Islands
0.96,0.29196549322488446,US Virgin Islands
0.84,0.29196549322488446,US Virgin Islands
0.72,0.29196549322488446,US Virgin Islands
0.66,0.29196549322488446,US Virgin Islands
0.61,0.29196549322488446,US Virgin Islands
0.57,0.29196549322488446,US Virgin Islands
0.55,0.29196549322488446,US Virgin Islands
0.52,0.29196549322488446,US Virgin Islands
0.49,0.29196549322488446,US Virgin Islands
0.47,0.29196549322488446,US Virgin Islands
0.44,0.29196549322488446,US Virgin Islands
0.41,0.29196549322488446,US Virgin Islands
0.39,0.29196549322488446,US Virgin Islands
0.37,0.29196549322488446,US Virgin Islands
0.34,0.29196549322488446,US Virgin Islands
0.32,0.29196549322488446,US Virgin Islands
0.29,0.29196549322488446,US Virgin Islands
0.27,0.29196549322488446,US Virgin Islands
0.24,0.29196549322488446,US Virgin Islands
0.23,0.29196549322488446,US Virgin Islands
0.21,0.29196549322488446,US Virgin Islands
0.19,0.29196549322488446,US Virgin Islands
0.17,0.29196549322488446,US Virgin Islands
0.15,0.29196549322488446,US Virgin Islands
0.14,0.29196549322488446,US Virgin Islands
0.13,0.29196549322488446,US Virgin Islands
0.12,0.29196549322488446,US Virgin Islands
0.11,0.29196549322488446,US Virgin Islands
0.1,0.29196549322488446,US Virgin Islands
