territory,depth_factor,energy_factor,area_km2
East,<0,0-500,6425.250146642626
East,0-100,0-500,76471.85154164086
East,100-200,0-500,540.0511834049457
East,"200-1,000",0-500,301.9857502730358
East,<0,"500-1,000",15.350942305545988
East,0-100,"500-1,000",427.8131462201341
East,<0,"1,000-1,500",2.5165479189419653
East,0-100,"1,000-1,500",138.9134451255965
East,<0,">1,500",2.264893127047769
East,0-100,">1,500",95.1255113360063
