ID,pwr_wm2,area_km2,depth,cable,territory
1,0.02,0.2916830753525657,600,cable2,Puerto Rico
1,0.02,0.2916830753525657,600,cable2,Puerto Rico
1,0.02,0.2916830753525657,600,cable2,Puerto Rico
1,0.015,0.2916830753525657,600,cable2,Puerto Rico
1,0.01,0.2916830753525657,600,cable2,Puerto Rico
1,0.01,0.2916830753525657,600,cable2,Puerto Rico
1,0.01,0.2916830753525657,600,cable2,Puerto Rico
1,0.01,0.2916830753525657,600,cable2,Puerto Rico
1,0,0.2916830753525657,5e3,cable2,Puerto Rico
1,0,0.2916830753525657,5e3,cable2,Puerto Rico
1,0,0.2916830753525657,5e3,cable2,Puerto Rico
1,0,0.2916830753525657,5e3,cable2,Puerto Rico
1,0,0.2916830753525657,5e3,cable2,Puerto Rico
1,0,0.2916830753525657,5e3,cable2,Puerto Rico
1,0,0.2916830753525657,5e3,cable2,Puerto Rico
1,0,0.2916830753525657,5e3,cable2,Puerto Rico
1,0,0.2916830753525657,5e3,cable2,Puerto Rico
1,0,0.2916830753525657,5e3,cable2,Puerto Rico
1,0,0.2916830753525657,5e3,cable2,Puerto Rico
1,0,0.2916830753525657,5e3,cable2,Puerto Rico
1,0,0.2916830753525657,5e3,cable2,Puerto Rico
1,0,0.2916830753525657,5e3,cable2,Puerto Rico
1,0,0.2916830753525657,5e3,cable2,Puerto Rico
1,0,0.2916830753525657,5e3,cable2,Puerto Rico
1,0,0.2916830753525657,5e3,cable2,Puerto Rico
1,0,0.2916830753525657,5e3,cable2,Puerto Rico
1,0,0.2916830753525657,5e3,cable2,Puerto Rico
1,0,0.2916830753525657,5e3,cable2,Puerto Rico
1,0,0.2916830753525657,5e3,cable2,Puerto Rico
1,0,0.2916830753525657,5e3,cable2,Puerto Rico
1,0,0.2916830753525657,5e3,cable2,Puerto Rico
1,0,0.2916830753525657,5e3,cable2,Puerto Rico
1,0,0.2916830753525657,5e3,cable2,Puerto Rico
1,0,0.2916830753525657,5e3,cable2,Puerto Rico
1,0,0.2916830753525657,5e3,cable2,Puerto Rico
1,0,0.2916830753525657,5e3,cable2,Puerto Rico
1,0,0.2916830753525657,5e3,cable2,Puerto Rico
1,0,0.2916830753525657,5e3,cable2,Puerto Rico
1,0,0.2916830753525657,5e3,cable2,Puerto Rico
1,0.02,0.2916916091875159,600,cable2,Puerto Rico
1,0.02,0.2916916091875159,600,cable2,Puerto Rico
1,0.02,0.2916916091875159,600,cable2,Puerto Rico
1,0,0.29170014080993734,5e3,cable2,Puerto Rico
1,0,0.29170014080993734,5e3,cable2,Puerto Rico
1,0,0.29170014080993734,5e3,cable2,Puerto Rico
1,0,0.29170014080993734,5e3,cable2,Puerto Rico
1,0,0.29170014080993734,5e3,cable2,Puerto Rico
1,0,0.29170014080993734,5e3,cable2,Puerto Rico
1,0,0.2917086702197685,5e3,cable2,Puerto Rico
1,0,0.2917086702197685,5e3,cable2,Puerto Rico
1,0,0.2917086702197685,5e3,cable2,Puerto Rico
1,0,0.2917086702197685,5e3,cable2,Puerto Rico
1,0,0.2917086702197685,5e3,cable2,Puerto Rico
1,0,0.2917086702197685,5e3,cable2,Puerto Rico
1,0,0.2917086702197685,5e3,cable2,Puerto Rico
1,0,0.29171719741694796,5e3,cable2,Puerto Rico
1,0,0.29171719741694796,5e3,cable2,Puerto Rico
1,0,0.29171719741694796,5e3,cable2,Puerto Rico
1,0,0.29171719741694796,5e3,cable2,Puerto Rico
1,0,0.29171719741694796,5e3,cable2,Puerto Rico
1,0,0.29171719741694796,5e3,cable2,Puerto Rico
1,0,0.29171719741694796,5e3,cable2,Puerto Rico
1,0,0.29171719741694796,5e3,cable2,Puerto Rico
