territory,depth_factor,energy_factor,area_km2,cable2_km2,cable3_km2,cable2_pct,cable3_pct
West,">1,000",10-11,7357.782318316253,2002.800030525211,2502.9063909651372,0.2722015879077447,0.34017130198789297
ALL,0-100,<=7,28013.939014114258,604.6189605785819,834.830948412988,0.021582789920187834,0.0298005556445445
ALL,0-100,7-8,134632.87216507774,1190.6154100286053,1755.7158188073845,0.008843422790303047,0.013040766274782017
ALL,0-100,8-9,145957.43390381045,3213.3303585461854,4478.979389298861,0.022015530642062735,0.030686887741878353
ALL,0-100,9-10,45164.96759604339,2950.1894553486645,4350.665951583263,0.06532030492604873,0.09632833107499887
ALL,0-100,10-11,551.1609483127766,12.77626878487597,19.963786368855477,0.023180649543453516,0.03622133685263618
ALL,0-100,11-12,42.32854452298499,7.186544465363685,9.581793549344416,0.16978009866276622,0.22636718690247826
ALL,100-200,<=7,4621.7585742523215,524.2206872070532,667.8844612218186,0.11342450688088099,0.14450872984637989
ALL,100-200,7-8,7375.7309039014635,194.20744123047092,272.3730472504713,0.026330602859676325,0.036928278810496866
ALL,100-200,8-9,19615.98621760801,347.46175514963926,531.4744049845484,0.017713193274868085,0.02709394261846891
ALL,100-200,9-10,24752.06898655562,157.81518363791162,240.67914618993387,0.006375838065239347,0.009723597098919755
ALL,100-200,10-11,785.6398538986041,7.185836029482166,11.976732762072196,0.009146475950556324,0.015244558562857648
ALL,100-200,11-12,44.73004226483532,10.379560704708565,18.36404919030545,0.23204898048729306,0.41055291389121745
ALL,"200-1,000",<=7,21233.126392161477,1046.6171651666257,1359.2521530990196,0.04929171266804119,0.06401563895935775
ALL,"200-1,000",7-8,25132.795225654103,1509.037895534965,1953.299394631248,0.06004258109717245,0.07771914652125256
ALL,"200-1,000",8-9,36387.835007174166,2606.8068693395458,3804.959732273599,0.07163951548163258,0.1045668073278726
ALL,"200-1,000",9-10,18430.271953163443,511.9729868088515,744.7630751811216,0.027778916562377392,0.04040977133022107
ALL,"200-1,000",10-11,3619.0361384529233,162.6730957224914,237.2089172823636,0.044949287461945986,0.06554477717477737
ALL,"200-1,000",11-12,120.20226018025907,36.10642074597401,50.54628688378006,0.3003805476854403,0.4205102866450204
ALL,">1,000",<=7,43425.559735600014,5772.382481239156,7555.05112546308,0.13292592004305223,0.17397705801520147
ALL,">1,000",7-8,73954.51819179245,22014.923032267423,27021.476239465057,0.2976819208689086,0.36537965360531455
ALL,">1,000",8-9,84287.98512126882,17936.384660888343,23186.932152698915,0.2127988305223156,0.27509178347707397
ALL,">1,000",9-10,45571.319581119,6238.643807827959,8646.797652469022,0.13689846739511002,0.1897420950709433
ALL,">1,000",10-11,10507.666403161387,2589.6422528278727,3234.050967346413,0.2464526521367999,0.3077801334055867
ALL,">1,000",11-12,340.21965304842547,163.67243550824682,227.86613776214776,0.4810787208843293,0.6697618309830979
