energy,viable_km2,viable_pct_eez,cable_km2,cable_pct_viable
tide,1671.4354550135936,0.014100037980869016,13.974047811208592,0.8360506993729496
wave,378908.26952075976,3.196426745335862,157.0274439355409,0.04144207360112462
wind,462613.05974662077,3.9025507645584376,693.9749590364828,0.15001196883991602
